Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_525.jpg;0;1;0;0.6788644;99.95804;85.76573;1.249874;31.75788;-0.001540627
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_592.jpg;0;1;0;0.7332021;99.99587;85.78893;1.226788;31.78352;-0.001514141
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_658.jpg;0;1;0;0.7959419;100.0361;85.81364;1.192955;31.89596;-0.001813168
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_725.jpg;0;1;0;0.8494039;100.0946;85.8497;1.213787;31.82658;-0.0003173014
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_792.jpg;0;1;0;0.9068919;100.1418;85.8787;1.237332;31.84862;-0.001067359
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_859.jpg;0;1;0;0.9700856;100.2084;85.91969;1.244469;31.84237;-0.0009473785
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_927.jpg;0;1;0;1.012912;100.2608;85.95196;1.224944;31.8353;-0.0008483645
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_43_993.jpg;0;1;0;1.066859;100.3156;85.98572;1.211926;31.82893;-0.0004246339
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_061.jpg;0;1;0;1.123829;100.3929;86.03329;1.23453;31.76719;-0.0005132371
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_126.jpg;0;1;0;1.167834;100.4534;86.07045;1.233279;31.74257;-0.0009101735
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_192.jpg;0;1;0;1.234117;100.5164;86.10911;1.230336;31.70821;-0.0006409582
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_259.jpg;0;1;0;1.281279;100.6043;86.16299;1.234267;31.67275;-0.0008595761
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_326.jpg;0;1;0;1.325819;100.6732;86.20509;1.239461;31.65142;-0.0008139434
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_394.jpg;0;1;0;1.3912;100.7445;86.24866;1.243857;31.63239;-0.0008675317
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_460.jpg;0;1;0;1.438272;100.8432;86.30896;1.245902;31.61395;-0.0009499943
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_526.jpg;0;1;0;1.485239;100.9202;86.35591;1.250805;31.59805;-0.0009190394
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_595.jpg;0;1;0;1.547363;100.9995;86.4043;1.255431;31.58756;-0.0009809012
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_663.jpg;0;1;0;1.593894;101.109;86.47105;1.261558;31.57282;-0.001001986
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_727.jpg;0;1;0;1.639316;101.194;86.52277;1.26649;31.56057;-0.0009926475
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_792.jpg;0;1;0;1.685406;101.2812;86.5759;1.268155;31.55055;-0.001000761
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_861.jpg;0;1;0;1.746704;101.4013;86.64896;1.273716;31.53687;-0.00103647
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_928.jpg;0;1;0;1.793221;101.4941;86.7054;1.279313;31.52571;-0.001069725
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_44_994.jpg;-2.976659;1;0;1.853902;101.5896;86.7625;1.279585;31.36554;-0.000271461
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_061.jpg;-5.982346;1;0;1.898296;101.7219;86.83813;1.276105;30.68123;0.001636183
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_127.jpg;-2.995156;1;0;1.942565;101.8245;86.89565;1.282513;30.17658;0.001305533
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_193.jpg;-0.007244647;1;0;2.002511;101.9294;86.95484;1.296393;29.92983;0.0001808328
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_260.jpg;0;1;0;2.046741;102.0724;87.03622;1.302222;29.863;-0.001069414
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_326.jpg;0;1;0;2.091974;102.1824;87.09879;1.305848;29.84774;-0.001162021
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_393.jpg;0;1;0;2.150737;102.2947;87.16261;1.306023;29.8358;-0.001175471
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_459.jpg;0;1;0;2.195609;102.4481;87.24976;1.313148;29.81994;-0.00122015
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_526.jpg;0;1;0;2.239543;102.5658;87.3166;1.316839;29.80944;-0.001221005
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_592.jpg;0;1;0;2.298216;102.6859;87.38474;1.322018;29.79762;-0.001244653
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_659.jpg;0;1;0;2.34213;102.8494;87.47749;1.321016;29.78233;-0.001251271
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_725.jpg;0;1;0;2.385579;102.9748;87.54858;1.325602;29.77076;-0.001277
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_792.jpg;0;1;0;2.44331;103.1025;87.62095;1.332814;29.75956;-0.001297447
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_859.jpg;0;1;0;2.486766;103.2762;87.71928;1.331304;29.74398;-0.001299261
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_925.jpg;0;1;0;2.529751;103.4092;87.7945;1.3337;29.73211;-0.001304226
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_45_992.jpg;0;1;0;2.572586;103.5444;87.87099;1.338031;29.72042;-0.001331129
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_059.jpg;0;1;0;2.629501;103.7282;87.97489;1.344944;29.70498;-0.001355472
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_126.jpg;0;1;0;2.672047;103.8687;88.05425;1.349543;29.69354;-0.00137848
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_192.jpg;0;1;0;2.728582;104.0114;88.13483;1.352764;29.68217;-0.001397803
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_259.jpg;0;1;0;2.770825;104.205;88.24413;1.354452;29.66693;-0.001404903
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_326.jpg;0;1;0;2.812917;104.3528;88.32749;1.354097;29.65519;-0.001401327
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_392.jpg;0;0.7999721;0;2.866362;104.5027;88.41196;1.353769;29.6438;-0.001302582
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_459.jpg;0;0.6006761;0;2.895162;104.7048;88.52583;1.350618;29.62378;-0.0007956179
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_526.jpg;0;0.4005011;0;2.915356;104.8572;88.61163;1.330743;29.6053;-0.0007437306
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_592.jpg;0;0.1997111;0;2.927497;105.0096;88.69735;1.281052;29.58646;-0.0006681915
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_659.jpg;0;0;0;2.925901;105.2116;88.81094;1.151594;29.56191;-0.0005257106
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_726.jpg;0;0;0;2.917377;105.3619;88.89539;1.007529;29.5445;-0.0002896875
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_792.jpg;3.000915;0;0;2.905031;105.5107;88.98026;0.8314556;29.68941;0.01846853
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_858.jpg;5.992517;0;0;2.894846;105.657;89.06712;0.6256435;30.20253;0.09467568
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_925.jpg;9.000585;0;0;2.883254;105.847;89.1875;0.3096158;31.50911;0.3122419
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_46_992.jpg;11.99214;0;0;2.866097;105.9852;89.28178;0.0461108;32.87789;0.5676396
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_059.jpg;14.98725;0;0;2.850177;106.1639;89.41437;359.7724;35.23354;0.9819233
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_125.jpg;15;0;0;2.833254;106.2961;89.51837;359.7159;37.10412;1.246592
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_192.jpg;15;0;0;2.817821;106.4283;89.62592;359.853;38.98094;1.302724
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_259.jpg;13.50339;0;0;2.79607;106.5992;89.77464;0.07828691;41.50711;1.131971
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_325.jpg;10.51301;0;0;2.77816;106.7176;89.88937;0.0207907;43.17104;0.9979815
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_392.jpg;7.49085;0;0;2.76717;106.8321;90.00722;359.9482;44.51555;0.9511656
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_459.jpg;4.483367;0;0;2.758638;106.983;90.16553;359.8628;45.71993;0.88928
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_525.jpg;1.494871;0;0;2.749841;107.0957;90.2841;359.7978;46.18799;0.8224211
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_592.jpg;0;0;0;2.737365;107.2085;90.40186;359.7327;46.31695;0.7218414
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_658.jpg;0;0;0;2.728074;107.3209;90.51931;359.6696;46.34171;0.6111681
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_726.jpg;0;0;0;2.71873;107.47;90.67551;359.5872;46.34776;0.4621505
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_792.jpg;0;0;0;2.706444;107.5813;90.79224;359.526;46.34909;0.3520276
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_859.jpg;0;0;0;2.697036;107.7295;90.9474;359.4643;46.34431;0.1942883
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_926.jpg;0;0;0;2.687641;107.8401;91.06351;359.4243;46.34383;0.08452313
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_47_992.jpg;0;0;0;2.675366;107.9503;91.17928;359.3875;46.34415;359.9836
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_059.jpg;0;0;0;2.666176;108.0968;91.33367;359.3683;46.3553;359.8906
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_125.jpg;0;0;0;2.656102;108.2065;91.44901;359.368;46.35917;359.8343
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_192.jpg;0;0;0;2.643252;108.3159;91.56444;359.3935;46.36923;359.8108
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_259.jpg;0;0;0;2.634179;108.4614;91.71735;359.4215;46.37143;359.7791
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_326.jpg;0;0;0;2.625193;108.5701;91.83185;359.4526;46.37775;359.7778
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_392.jpg;0;0;0;2.612723;108.6785;91.94582;359.4846;46.3801;359.7818
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_459.jpg;0;0;0;2.603855;108.8225;92.09702;359.5175;46.38065;359.792
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_525.jpg;0;0;0;2.595031;108.93;92.20985;359.5346;46.38071;359.8036
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_592.jpg;1.502461;0;0;2.583151;109.0368;92.32262;359.556;46.41468;359.8349
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_659.jpg;4.500135;0;0;2.573585;109.1762;92.47453;359.5761;46.92655;359.9581
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_726.jpg;7.499655;0;0;2.563326;109.2771;92.59038;359.5791;47.73682;0.1301477
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_792.jpg;10.50795;0;0;2.547356;109.3748;92.7083;359.5982;48.88924;0.3500396
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_859.jpg;13.50626;0;0;2.531865;109.4981;92.87006;359.6678;51.00554;0.7339972
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_926.jpg;15;0;0;2.515199;109.5856;92.99469;359.7802;52.87395;1.04414
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_48_992.jpg;15;0;0;2.497396;109.6711;93.12177;0.002837277;54.75148;1.244719
/Users/jianan/Developer/Robotics/Udacity-Robotics/Nanodegree-Preview/RoboND-Rover-Project/training_data/IMG/robocam_2017_12_29_20_16_49_060.jpg;15;0;0;2.481454;109.7768;93.28781;359.9696;57.30128;1.204303
